Operator,Date,Area,Vehicle Type,Trip Start Count,Trip End Count,Morning Deployment Available Count,Mean Available Vehicle Count,Mean Unavailable Vehicle Count,Mean Active Vehicle Count,Vehicle Utilization By Mean Available Vehicles,Vehicle Utilization By Mean Active Vehicles,Average Vehicle Idle Seconds,Total Vehicles Seen
Lyft,2022-08-10,Civic Center Station Mobility Hub,scooter,0,0,0,0,0,0,,,,0
Lyft,2022-08-10,Opportunity Areas (4/13/21),scooter,913,883,683,550.45,33.61,554.94,1.66,1.65,41193.65,1225
Lyft,2022-08-10,15th St for 2023 TIP,scooter,660,602,104,87.59,4.71,90.84,7.54,7.27,15697.8,508
Lyft,2022-08-10,Coor's Field ,scooter,721,685,46,73.86,3.22,77.43,9.76,9.31,11155.16,597
Lyft,2022-08-10,Coor's Field Larger Area,scooter,1382,1236,131,141.38,7.04,147.83,9.78,9.35,14807.57,866
Lyft,2022-08-10,Council District 1,scooter,833,916,274,249.2,19,253.49,3.34,3.29,31831.31,728
Lyft,2022-08-10,Council District 2,scooter,1,2,3,2.82,0.01,2.82,0.35,0.35,48823.8,5
Lyft,2022-08-10,Council District 3,scooter,268,274,248,200.8,13.28,202.45,1.33,1.32,43215.66,428
Lyft,2022-08-10,Council District 4,scooter,13,16,6,4.77,0.87,4.84,2.73,2.68,34810.14,14
Lyft,2022-08-10,Council District 5,scooter,35,37,24,19.16,0.78,20.2,1.83,1.73,38277.2,45
Lyft,2022-08-10,Council District 6,scooter,71,87,22,20.55,1.43,20.92,3.46,3.39,31126.07,61
Lyft,2022-08-10,Council District 7,scooter,237,273,124,109.51,11.02,111.13,2.16,2.13,36668.05,284
Lyft,2022-08-10,Council District 8,scooter,33,46,33,24.79,4.25,24.99,1.33,1.32,39818.84,63
Lyft,2022-08-10,Council District 9,scooter,4853,4642,1096,931.62,50.04,955.21,5.21,5.08,49628.93,1709
Lyft,2022-08-10,Denver Core - for Avs parade calcs,scooter,7081,7014,1823,1552.65,96.09,1587.92,4.56,4.46,65254.9,2183
Lyft,2022-08-10,Denver Union Station,scooter,56,32,5,3.36,0.11,3.67,16.68,15.24,4993.37,60
Lyft,2022-08-10,DTC (Denver),scooter,0,0,1,0.85,0.87,0.85,0,0,74187,2
Lyft,2022-08-10,~EAP Boundary,scooter,22,34,17,13.72,2.79,13.84,1.6,1.59,37531.53,38
Lyft,2022-08-10,~ECAP Boundary,scooter,1126,1142,211,180.38,13.67,185.73,6.24,6.06,23094.62,726
Lyft,2022-08-10,Lawrence Pilot Block,scooter,57,55,8,8.53,0.31,8.86,6.68,6.44,11931.47,64
Lyft,2022-08-10,Micromobility Parking Hubs (10m Buffer),scooter,42,39,13,6.44,0.04,6.66,6.52,6.31,7670.53,73
Lyft,2022-08-10,Micromobility Parking Hubs (20m Buffer),scooter,119,95,26,15.7,0.41,16.24,7.58,7.33,8386.9,166
Lyft,2022-08-10,Micromobility Parking Hubs (30m Buffer),scooter,216,197,42,26.32,1.21,27.3,8.21,7.91,8744.4,272
Lyft,2022-08-10,Private Development For Analysis,scooter,2,0,1,0.96,0,0.98,2.09,2.04,20725.25,4
Lyft,2022-08-10,Council District 10,scooter,1042,1080,211,172.53,12.84,177.67,6.04,5.86,23518.61,681
Lyft,2022-08-10,Council District 11,scooter,0,0,0,0,0,0,,,,0
Lyft,2022-08-10,Stephen's Rockies Gameday Area,scooter,1509,1378,161,164.93,7.61,172.09,9.15,8.77,16257.29,917
Lyft,2022-08-10,Denver City Boundary,scooter,7385,7373,2046,1739.44,113.74,1777.39,4.25,4.15,68191.81,2348
Lyft,2022-08-10,2401 Colfax Mobility Hub,all,1,1,0,0.26,0,0.26,3.83,3.83,7591.33,3
Lyft,2022-08-10,Civic Center Station Mobility Hub,all,0,0,0,0,0,0,,,,0
Lyft,2022-08-10,Opportunity Areas (4/13/21),all,960,938,814,654.73,43.27,659.56,1.47,1.46,43107.27,1399
Lyft,2022-08-10,15th St for 2023 TIP,all,694,633,116,99.89,5.65,103.49,6.95,6.71,16579.08,550
Lyft,2022-08-10,Coor's Field ,all,740,709,48,77.15,3.19,80.81,9.59,9.16,11140.83,623
Lyft,2022-08-10,Coor's Field Larger Area,all,1414,1274,138,148.73,8.94,155.35,9.51,9.1,15019.52,907
Lyft,2022-08-10,Council District 1,all,914,996,372,327.96,26.35,332.94,2.79,2.75,35595.42,860
Lyft,2022-08-10,Council District 2,all,1,3,3,3.3,0.01,3.3,0.3,0.3,47559.17,6
Lyft,2022-08-10,Council District 3,all,281,285,289,231.27,15.24,233,1.22,1.21,44372.86,480
Lyft,2022-08-10,Council District 4,all,18,21,11,8.64,1.77,8.74,2.08,2.06,40900.09,22
Lyft,2022-08-10,Council District 5,all,44,45,29,22.29,1.23,23.36,1.97,1.88,39069.42,52
Lyft,2022-08-10,Council District 6,all,88,105,40,35.57,3.61,36.05,2.47,2.44,39824.11,85
Lyft,2022-08-10,Council District 7,all,253,289,168,142.94,14.24,144.62,1.77,1.75,40176.54,338
Lyft,2022-08-10,Council District 8,all,38,51,50,38.24,4.68,38.47,0.99,0.99,44145.32,84
Lyft,2022-08-10,Council District 9,all,5016,4804,1246,1057.85,62.69,1083.48,4.74,4.63,49725.04,1947
Lyft,2022-08-10,Denver Core - for Avs parade calcs,all,7395,7331,2137,1799.72,125.47,1837.35,4.11,4.02,64974.87,2560
Lyft,2022-08-10,Denver Union Station,all,59,35,5,5,0.57,5.34,11.79,11.05,7187.84,67
Lyft,2022-08-10,DTC (Denver),all,0,0,1,0.84,0.86,0.84,0,0,73358,2
Lyft,2022-08-10,~EAP Boundary,all,29,40,25,19.74,3.26,19.89,1.47,1.46,41406.4,48
Lyft,2022-08-10,~ECAP Boundary,all,1190,1205,260,216.33,18.83,222.12,5.5,5.36,25208.57,806
Lyft,2022-08-10,Lawrence Pilot Block,all,59,57,8,9.29,0.31,9.64,6.35,6.12,12200.15,68
Lyft,2022-08-10,Micromobility Parking Hubs (10m Buffer),all,42,40,13,8.15,0.04,8.36,5.15,5.02,8735.86,81
Lyft,2022-08-10,Micromobility Parking Hubs (20m Buffer),all,123,97,26,18.18,0.41,18.74,6.77,6.56,9022.25,178
Lyft,2022-08-10,Micromobility Parking Hubs (30m Buffer),all,228,211,42,31.93,1.43,32.98,7.14,6.91,9575.53,301
Lyft,2022-08-10,Private Development For Analysis,all,2,0,2,1.8,0,1.82,1.11,1.1,31193.8,5
Lyft,2022-08-10,Council District 10,all,1102,1141,260,207.59,20.94,213.16,5.31,5.17,25878.09,763
Lyft,2022-08-10,Council District 11,all,0,0,0,0,0,0,,,,0
Lyft,2022-08-10,Stephen's Rockies Gameday Area,all,1541,1420,169,175.44,9.51,182.72,8.78,8.43,16541.96,966
Lyft,2022-08-10,Denver City Boundary,all,7754,7740,2473,2079.3,150.96,2120.72,3.73,3.66,67850.2,2840
Lime,2022-08-11,2401 Colfax Mobility Hub,e-bike,0,1,1,0.41,0.02,0.42,0,0,18743,2
Lime,2022-08-11,Civic Center Station Mobility Hub,e-bike,0,1,0,0,0,0,,,,0
Lime,2022-08-11,Opportunity Areas (4/13/21),e-bike,467,412,424,393.26,13.72,397.7,1.19,1.17,55637.14,632
Lime,2022-08-11,15th St for 2023 TIP,e-bike,114,104,36,35.48,1.81,36.27,3.21,3.14,28262.6,114
Lime,2022-08-11,Coor's Field ,e-bike,92,93,2,10.57,0.44,11.18,8.71,8.23,10222.7,93
Lime,2022-08-11,Coor's Field Larger Area,e-bike,174,176,15,24.63,1.28,25.87,7.06,6.73,15127.92,148
Lime,2022-08-11,Council District 1,e-bike,220,231,145,136.49,1.78,138.33,1.61,1.59,49986.25,239
Lime,2022-08-11,Council District 2,e-bike,11,14,17,15.07,1.96,15.15,0.73,0.73,70071.52,21
Lime,2022-08-11,Council District 3,e-bike,164,147,176,163.01,11.75,164.63,1.01,1,58298.26,259
Lime,2022-08-11,Council District 4,e-bike,22,18,15,13.51,0.83,13.64,1.63,1.61,56314.59,22
Lime,2022-08-11,Council District 5,e-bike,25,28,21,20.21,2.08,20.53,1.24,1.22,49390.28,39
Lime,2022-08-11,Council District 6,e-bike,45,43,17,16.57,1.24,17.07,2.72,2.64,39455.95,39
Lime,2022-08-11,Council District 7,e-bike,164,172,102,94.61,5.28,96.12,1.73,1.71,51066.41,169
Lime,2022-08-11,Council District 8,e-bike,72,68,55,50.93,2.09,51.76,1.41,1.39,61904.89,74
Lime,2022-08-11,Council District 9,e-bike,999,982,422,421.06,17.66,429.79,2.37,2.32,59599.21,636
Lime,2022-08-11,Denver Core - for Avs parade calcs,e-bike,1672,1645,848,810.15,32.42,824.97,2.06,2.03,74741.43,974
Lime,2022-08-11,Denver Union Station,e-bike,8,5,1,2.14,0.45,2.2,3.74,3.63,24846.33,9
Lime,2022-08-11,DTC (Denver),e-bike,4,4,2,1.92,0.01,1.93,2.08,2.07,83149,2
Lime,2022-08-11,~EAP Boundary,e-bike,22,24,17,14.05,0.8,14.33,1.57,1.53,47513.41,27
Lime,2022-08-11,~ECAP Boundary,e-bike,295,309,139,125.92,6.33,128.55,2.34,2.29,41552.19,275
Lime,2022-08-11,Lawrence Pilot Block,e-bike,5,5,3,2.65,0,2.68,1.89,1.86,25439.67,9
Lime,2022-08-11,Micromobility Parking Hubs (10m Buffer),e-bike,5,5,0,0.92,0,0.96,5.43,5.2,8845.44,9
Lime,2022-08-11,Micromobility Parking Hubs (20m Buffer),e-bike,11,18,1,2.34,0.45,2.43,4.7,4.52,9293.69,26
Lime,2022-08-11,Micromobility Parking Hubs (30m Buffer),e-bike,27,25,3,4.16,0.89,4.32,6.5,6.25,11187.9,39
Lime,2022-08-11,Private Development For Analysis,e-bike,1,1,0,0.17,0,0.17,5.8,5.72,14890,1
Lime,2022-08-11,Council District 10,e-bike,261,272,126,112.03,4.03,114.38,2.33,2.28,42133.62,238
Lime,2022-08-11,Council District 11,e-bike,0,0,0,0,0.97,0,,,83730,1
Lime,2022-08-11,Stephen's Rockies Gameday Area,e-bike,196,202,20,32.62,1.32,34.03,6.01,5.76,16566.77,177
Lime,2022-08-11,Denver City Boundary,e-bike,1982,1978,1094,1042.32,49.68,1060.22,1.9,1.87,80986.29,1165
Lime,2022-08-11,2401 Colfax Mobility Hub,scooter,4,3,0,0.05,0.08,0.07,88.21,56.04,3574,3
Lime,2022-08-11,Civic Center Station Mobility Hub,scooter,5,3,0,0.08,0,0.18,58.85,27.24,1468.2,5
Lime,2022-08-11,Opportunity Areas (4/13/21),scooter,1779,1630,680,538.44,51.07,550.76,3.3,3.23,37812.87,1347
Lime,2022-08-11,15th St for 2023 TIP,scooter,674,688,43,40.1,9.51,45.17,16.81,14.92,9504.96,451
Lime,2022-08-11,Coor's Field ,scooter,615,627,12,30.49,6.73,34.42,20.17,17.87,7052.02,456
Lime,2022-08-11,Coor's Field Larger Area,scooter,1103,1141,28,50.15,11.74,56.88,21.99,19.39,8474.19,631
Lime,2022-08-11,Council District 1,scooter,1102,1099,298,236.29,22.13,243.43,4.66,4.53,33626.17,664
Lime,2022-08-11,Council District 2,scooter,31,35,21,16.3,2.75,16.57,1.9,1.87,43322.39,38
Lime,2022-08-11,Council District 3,scooter,617,643,254,213.69,23.77,218.2,2.89,2.83,37575.38,546
Lime,2022-08-11,Council District 4,scooter,47,52,21,18.01,2.66,18.47,2.61,2.54,46985.71,38
Lime,2022-08-11,Council District 5,scooter,143,134,49,42.48,6.17,43.63,3.37,3.28,39653.53,106
Lime,2022-08-11,Council District 6,scooter,131,127,45,37.5,10.14,38.55,3.49,3.4,39203.92,105
Lime,2022-08-11,Council District 7,scooter,547,533,179,138.45,25.44,142.65,3.95,3.83,36684.58,386
Lime,2022-08-11,Council District 8,scooter,206,220,66,60.43,12.2,62.17,3.41,3.31,44194.29,142
Lime,2022-08-11,Council District 9,scooter,5256,5222,779,633.03,85.15,668.28,8.3,7.86,42529.58,1459
Lime,2022-08-11,Denver Core - for Avs parade calcs,scooter,8497,8475,1500,1218.33,160.53,1276.37,6.97,6.66,62049.02,1920
Lime,2022-08-11,Denver Union Station,scooter,32,29,2,1.12,0.26,1.26,28.65,25.36,2645.71,45
Lime,2022-08-11,DTC (Denver),scooter,12,15,4,3.83,1.09,3.97,3.13,3.02,60724.29,7
Lime,2022-08-11,~EAP Boundary,scooter,124,116,41,33.6,3.86,34.52,3.69,3.59,36365.01,89
Lime,2022-08-11,~ECAP Boundary,scooter,1612,1605,283,200.41,30.23,212.18,8.04,7.6,24301.56,820
Lime,2022-08-11,Lawrence Pilot Block,scooter,56,61,9,4.54,1.97,4.89,12.34,11.46,7305.86,77
Lime,2022-08-11,Micromobility Parking Hubs (10m Buffer),scooter,21,27,1,0.93,0.05,1.1,22.57,19.15,1697.68,50
Lime,2022-08-11,Micromobility Parking Hubs (20m Buffer),scooter,79,96,3,3.32,0.38,3.86,23.78,20.47,2334.64,137
Lime,2022-08-11,Micromobility Parking Hubs (30m Buffer),scooter,164,188,3,5.76,1.75,6.96,28.46,23.55,2860.6,227
Lime,2022-08-11,Private Development For Analysis,scooter,1,1,0,0.28,0,0.3,3.54,3.38,24423,1
Lime,2022-08-11,Council District 10,scooter,1411,1426,206,163.07,25.66,173.47,8.65,8.13,21976.1,742
Lime,2022-08-11,Council District 11,scooter,1,1,1,1.01,2.78,1.03,0.99,0.97,54603.83,6
Lime,2022-08-11,Stephen's Rockies Gameday Area,scooter,1260,1311,28,54.92,13.12,62.9,22.94,20.03,8747.49,672
Lime,2022-08-11,Denver City Boundary,scooter,9488,9491,1918,1559.64,218.62,1625.83,6.08,5.84,69176.92,2221
Lime,2022-08-11,2401 Colfax Mobility Hub,all,4,4,1,0.42,0.1,0.45,9.45,8.8,8964.4,5
Lime,2022-08-11,Civic Center Station Mobility Hub,all,5,4,0,0.08,0,0.18,60.61,28.4,1425.6,5
Lime,2022-08-11,Opportunity Areas (4/13/21),all,2246,2042,1104,860.83,61.04,876.24,2.61,2.56,40247.66,1979
Lime,2022-08-11,15th St for 2023 TIP,all,788,792,79,69.21,10.66,74.67,11.39,10.55,12213.22,565
Lime,2022-08-11,Coor's Field ,all,707,720,14,37.91,6.86,42.13,18.65,16.78,7045.06,549
Lime,2022-08-11,Coor's Field Larger Area,all,1277,1317,43,68.85,12.39,76.25,18.55,16.75,9010.69,779
Lime,2022-08-11,Council District 1,all,1322,1330,443,346.93,22.8,355.23,3.81,3.72,35375.55,903
Lime,2022-08-11,Council District 2,all,42,49,38,28.7,4.35,29.02,1.46,1.45,48393.27,59
Lime,2022-08-11,Council District 3,all,781,790,430,347.57,33.16,353.22,2.25,2.21,40863.31,805
Lime,2022-08-11,Council District 4,all,69,70,36,29.05,3.35,29.6,2.38,2.33,46651,60
Lime,2022-08-11,Council District 5,all,168,162,70,58.4,7.93,59.76,2.88,2.81,39523.8,145
Lime,2022-08-11,Council District 6,all,176,170,62,50.61,11,52.02,3.48,3.38,36965.99,144
Lime,2022-08-11,Council District 7,all,711,705,281,215.62,29.16,220.89,3.3,3.22,38106.3,555
Lime,2022-08-11,Council District 8,all,278,288,121,102.4,13.66,104.77,2.71,2.65,46424.1,216
Lime,2022-08-11,Council District 9,all,6255,6204,1201,974.28,97.07,1015.08,6.42,6.16,44183.94,2095
Lime,2022-08-11,Denver Core - for Avs parade calcs,all,10169,10120,2348,1877.94,182.48,1945.52,5.41,5.23,61513.56,2894
Lime,2022-08-11,Denver Union Station,all,40,34,3,2.87,0.67,3.06,13.93,13.08,5657.76,54
Lime,2022-08-11,DTC (Denver),all,16,19,6,5.37,1.05,5.51,2.98,2.9,61664.78,9
Lime,2022-08-11,~EAP Boundary,all,146,140,58,44.68,4.51,45.79,3.27,3.19,36632.25,116
Lime,2022-08-11,~ECAP Boundary,all,1907,1914,422,303.36,34.5,316.81,6.29,6.02,26658.08,1095
Lime,2022-08-11,Lawrence Pilot Block,all,61,66,12,6.6,1.92,6.96,9.24,8.77,8556.21,86
Lime,2022-08-11,Micromobility Parking Hubs (10m Buffer),all,26,32,1,1.65,0.05,1.84,15.74,14.11,2492.12,59
Lime,2022-08-11,Micromobility Parking Hubs (20m Buffer),all,90,114,4,5.18,0.79,5.76,17.38,15.62,3160.67,163
Lime,2022-08-11,Micromobility Parking Hubs (30m Buffer),all,191,213,6,9.08,2.52,10.37,21.03,18.43,3768.61,266
Lime,2022-08-11,Private Development For Analysis,all,2,2,0,0.41,0,0.43,4.83,4.66,17896.5,2
Lime,2022-08-11,Council District 10,all,1672,1698,332,255.31,28.18,267.23,6.55,6.26,24993.58,980
Lime,2022-08-11,Council District 11,all,1,1,1,0.99,3.52,1,1.01,1,55665.71,7
Lime,2022-08-11,Stephen's Rockies Gameday Area,all,1456,1513,48,80.04,13.76,88.79,18.19,16.4,9545.3,849
Lime,2022-08-11,Denver City Boundary,all,11470,11469,3012,2408.19,253.95,2486.15,4.76,4.61,67929.42,3386
Lyft,2022-08-11,2401 Colfax Mobility Hub,e-bike,1,1,1,0.57,0,0.57,1.76,1.75,24743.5,2
Lyft,2022-08-11,Civic Center Station Mobility Hub,e-bike,0,0,0,0,0,0,,,,0
Lyft,2022-08-11,Opportunity Areas (4/13/21),e-bike,60,60,141,134.82,15.6,135.33,0.45,0.44,63708.04,204
Lyft,2022-08-11,15th St for 2023 TIP,e-bike,35,31,18,17.88,2.42,18.28,1.96,1.92,46153.47,38
Lyft,2022-08-11,Coor's Field ,e-bike,23,21,2,4.33,0,4.5,5.32,5.11,16263.26,23
Lyft,2022-08-11,Coor's Field Larger Area,e-bike,36,36,5,7.49,2.7,7.75,4.81,4.65,22566.67,39
Lyft,2022-08-11,Council District 1,e-bike,70,67,105,101.71,8.98,102.87,0.69,0.68,69808.12,137
Lyft,2022-08-11,Council District 2,e-bike,1,3,1,1.45,0,1.46,0.69,0.69,41760,3
Lyft,2022-08-11,Council District 3,e-bike,14,18,34,36.28,3.28,36.47,0.39,0.38,54253.86,63
Lyft,2022-08-11,Council District 4,e-bike,7,5,5,3.56,1.59,3.59,1.97,1.95,63540.43,7
Lyft,2022-08-11,Council District 5,e-bike,5,6,4,3.82,1.29,3.86,1.31,1.3,55263.62,8
Lyft,2022-08-11,Council District 6,e-bike,17,17,16,15.44,4.19,15.58,1.1,1.09,60557.39,28
Lyft,2022-08-11,Council District 7,e-bike,22,17,38,33.1,11.16,33.28,0.66,0.66,74993.33,51
Lyft,2022-08-11,Council District 8,e-bike,11,12,15,12.81,4.32,12.92,0.86,0.85,82253.44,18
Lyft,2022-08-11,Council District 9,e-bike,185,185,152,149.24,28.18,150.68,1.24,1.23,66939.26,229
Lyft,2022-08-11,Denver Core - for Avs parade calcs,e-bike,318,321,288,285.63,61.27,288.24,1.11,1.1,77048.85,389
Lyft,2022-08-11,Denver Union Station,e-bike,4,2,3,2.42,0.99,2.43,1.66,1.64,42020.57,7
Lyft,2022-08-11,DTC (Denver),e-bike,0,0,0,0,0,0,,,,0
Lyft,2022-08-11,~EAP Boundary,e-bike,5,6,7,6.54,1.29,6.58,0.76,0.76,67694.8,10
Lyft,2022-08-11,~ECAP Boundary,e-bike,60,63,42,40.95,11.12,41.4,1.47,1.45,56956.89,79
Lyft,2022-08-11,Lawrence Pilot Block,e-bike,4,4,3,2.26,0.42,2.29,1.77,1.75,38645,6
Lyft,2022-08-11,Micromobility Parking Hubs (10m Buffer),e-bike,4,1,3,2.82,0,2.84,1.42,1.41,34865.86,7
Lyft,2022-08-11,Micromobility Parking Hubs (20m Buffer),e-bike,9,5,4,4.5,0.2,4.63,2,1.94,33883.17,12
Lyft,2022-08-11,Micromobility Parking Hubs (30m Buffer),e-bike,19,9,9,7.82,1.19,8.01,2.43,2.37,38907.95,20
Lyft,2022-08-11,Private Development For Analysis,e-bike,1,0,1,0.38,0,0.38,2.66,2.63,32590,1
Lyft,2022-08-11,Council District 10,e-bike,55,56,36,36.67,14.55,37.13,1.5,1.48,54639.05,81
Lyft,2022-08-11,Council District 11,e-bike,0,0,0,0,0,0,,,,0
Lyft,2022-08-11,Stephen's Rockies Gameday Area,e-bike,49,44,14,15.78,3.18,16.16,3.11,3.03,30329.94,54
Lyft,2022-08-11,Denver City Boundary,e-bike,387,386,406,394.08,77.55,397.84,0.98,0.97,81013.04,503
Lyft,2022-08-11,2401 Colfax Mobility Hub,scooter,0,0,0,0,0,0,,,,0
Lyft,2022-08-11,Civic Center Station Mobility Hub,scooter,1,1,0,0.18,0,0.2,5.5,5.09,7850.5,2
Lyft,2022-08-11,Opportunity Areas (4/13/21),scooter,1164,1164,800,627.97,23.14,634.8,1.85,1.83,40501.14,1389
Lyft,2022-08-11,15th St for 2023 TIP,scooter,673,646,75,66.79,4.33,70.38,10.08,9.56,12828.95,479
Lyft,2022-08-11,Coor's Field ,scooter,641,628,21,42.9,3.04,46.54,14.94,13.77,8101.74,490
Lyft,2022-08-11,Coor's Field Larger Area,scooter,1240,1183,77,94.83,8.76,102.05,13.08,12.15,11807.53,758
Lyft,2022-08-11,Council District 1,scooter,1047,1058,356,300.44,14.84,307.09,3.48,3.41,36514.67,746
Lyft,2022-08-11,Council District 2,scooter,3,4,3,3.26,0.26,3.26,0.92,0.92,43350.86,7
Lyft,2022-08-11,Council District 3,scooter,364,373,314,261.68,7.78,264.44,1.39,1.38,39797.78,585
Lyft,2022-08-11,Council District 4,scooter,2,3,2,2.33,0.91,2.34,0.86,0.85,40061.86,7
Lyft,2022-08-11,Council District 5,scooter,53,59,26,23.5,0.21,24.65,2.26,2.15,37240.95,55
Lyft,2022-08-11,Council District 6,scooter,65,71,32,29.13,2.74,29.59,2.23,2.2,39344.09,70
Lyft,2022-08-11,Council District 7,scooter,278,298,142,124.52,8.76,126.65,2.23,2.2,42651.44,270
Lyft,2022-08-11,Council District 8,scooter,46,50,31,24.72,4.92,24.99,1.86,1.84,43400.98,59
Lyft,2022-08-11,Council District 9,scooter,5004,4891,976,846.11,50.08,871.85,5.91,5.74,47737.89,1622
Lyft,2022-08-11,Denver Core - for Avs parade calcs,scooter,7678,7604,1862,1604.74,89.04,1645.42,4.78,4.67,65477.33,2235
Lyft,2022-08-11,Denver Union Station,scooter,54,37,5,3.84,0.02,4.12,14.04,13.1,4633.89,72
Lyft,2022-08-11,DTC (Denver),scooter,0,0,1,0.84,0.88,0.84,0,0,74121,2
Lyft,2022-08-11,~EAP Boundary,scooter,58,54,26,20.28,1.59,20.6,2.86,2.82,37789.54,50
Lyft,2022-08-11,~ECAP Boundary,scooter,1257,1286,210,174.49,12.73,180.49,7.2,6.96,21859.17,740
Lyft,2022-08-11,Lawrence Pilot Block,scooter,67,62,4,5.23,1.07,5.52,12.8,12.13,8377.74,65
Lyft,2022-08-11,Micromobility Parking Hubs (10m Buffer),scooter,36,17,6,4.23,0,4.38,8.52,8.22,6086.33,60
Lyft,2022-08-11,Micromobility Parking Hubs (20m Buffer),scooter,113,80,16,11.57,0.36,12.05,9.76,9.38,6401.43,161
Lyft,2022-08-11,Micromobility Parking Hubs (30m Buffer),scooter,210,205,22,20.82,1.22,21.71,10.09,9.67,7106.23,268
Lyft,2022-08-11,Private Development For Analysis,scooter,0,0,0,0,0,0,,,,0
Lyft,2022-08-11,Council District 10,scooter,1166,1192,200,173.08,13.1,178.81,6.74,6.52,23078.97,697
Lyft,2022-08-11,Council District 11,scooter,0,0,0,0,0,0,,,,0
Lyft,2022-08-11,Stephen's Rockies Gameday Area,scooter,1375,1294,101,111.69,8.98,119.45,12.31,11.51,13298.47,784
Lyft,2022-08-11,Denver City Boundary,scooter,8027,7999,2085,1789.95,104.15,1834.82,4.48,4.37,68530.34,2388
Lyft,2022-08-11,2401 Colfax Mobility Hub,all,1,1,1,0.51,0,0.52,1.94,1.93,22371,2
Lyft,2022-08-11,Civic Center Station Mobility Hub,all,1,1,0,0.18,0,0.19,5.59,5.17,7733.5,2
Lyft,2022-08-11,Opportunity Areas (4/13/21),all,1224,1224,941,736.61,36.29,743.75,1.66,1.65,41920.12,1593
Lyft,2022-08-11,15th St for 2023 TIP,all,708,677,93,81.18,6.33,85.03,8.72,8.33,14625.49,517
Lyft,2022-08-11,Coor's Field ,all,664,649,23,45.83,3.01,49.54,14.49,13.4,8225.69,513
Lyft,2022-08-11,Coor's Field Larger Area,all,1276,1219,82,99.71,10.96,107.02,12.8,11.92,11997.18,797
Lyft,2022-08-11,Council District 1,all,1117,1125,461,384.26,22.62,391.81,2.91,2.85,39812.84,883
Lyft,2022-08-11,Council District 2,all,4,7,4,4.43,0.25,4.45,0.9,0.9,40493.7,10
Lyft,2022-08-11,Council District 3,all,378,391,348,289.7,10.61,292.57,1.3,1.29,40042.31,648
Lyft,2022-08-11,Council District 4,all,9,8,7,5.42,2.24,5.46,1.66,1.65,47275.71,14
Lyft,2022-08-11,Council District 5,all,58,65,30,26.51,1.29,27.68,2.19,2.1,38129.14,63
Lyft,2022-08-11,Council District 6,all,82,88,48,42.06,6.27,42.63,1.95,1.92,42609.51,98
Lyft,2022-08-11,Council District 7,all,300,315,180,151.72,18.03,153.96,1.98,1.95,45690.03,321
Lyft,2022-08-11,Council District 8,all,57,62,46,35.54,8.43,35.9,1.6,1.59,49339.78,77
Lyft,2022-08-11,Council District 9,all,5189,5076,1128,964.16,73.32,990.66,5.38,5.24,48426.58,1851
Lyft,2022-08-11,Denver Core - for Avs parade calcs,all,7996,7925,2150,1831.34,140.31,1873.52,4.37,4.27,64920.26,2624
Lyft,2022-08-11,Denver Union Station,all,58,39,8,5.92,0.86,6.21,9.8,9.34,7419.03,79
Lyft,2022-08-11,DTC (Denver),all,0,0,1,0.83,0.87,0.83,0,0,73260,2
Lyft,2022-08-11,~EAP Boundary,all,63,60,33,25.69,2.66,26.02,2.45,2.42,40817.28,60
Lyft,2022-08-11,~ECAP Boundary,all,1317,1349,252,207.89,22.08,214.17,6.33,6.15,24260.62,819
Lyft,2022-08-11,Lawrence Pilot Block,all,71,66,7,7.09,1.4,7.39,10.01,9.6,10326.34,71
Lyft,2022-08-11,Micromobility Parking Hubs (10m Buffer),all,40,18,9,6.64,0,6.8,6.03,5.88,8556.64,67
Lyft,2022-08-11,Micromobility Parking Hubs (20m Buffer),all,122,85,20,15.34,0.52,15.91,7.95,7.67,7917.66,173
Lyft,2022-08-11,Micromobility Parking Hubs (30m Buffer),all,229,214,31,27.4,2.22,28.44,8.36,8.05,8885.73,288
Lyft,2022-08-11,Private Development For Analysis,all,1,0,1,0.35,0,0.35,2.87,2.84,30170,1
Lyft,2022-08-11,Council District 10,all,1221,1248,236,202.77,25.41,208.8,6.02,5.85,25340.49,778
Lyft,2022-08-11,Council District 11,all,0,0,0,0,0,0,,,,0
Lyft,2022-08-11,Stephen's Rockies Gameday Area,all,1424,1338,115,123.58,11.55,131.52,11.52,10.83,13932.75,838
Lyft,2022-08-11,Denver City Boundary,all,8414,8385,2491,2107.75,169.02,2155.05,3.99,3.9,68043.23,2891
Lime,2022-08-12,2401 Colfax Mobility Hub,e-bike,0,0,0,0,0,0,,,,0
Lime,2022-08-12,Civic Center Station Mobility Hub,e-bike,0,0,0,0,0,0,,,,0
Lime,2022-08-12,Opportunity Areas (4/13/21),e-bike,660,582,410,366.23,16.57,372.3,1.8,1.77,51040.77,648
Lime,2022-08-12,15th St for 2023 TIP,e-bike,118,126,20,26.25,2.3,27.46,4.49,4.3,19275.95,128
Lime,2022-08-12,Coor's Field ,e-bike,129,135,6,13.55,0.99,14.72,9.52,8.76,10463.75,120
Lime,2022-08-12,Coor's Field Larger Area,e-bike,242,261,23,34.54,1.78,36.52,7.01,6.63,15612.01,201
Lime,2022-08-12,Council District 1,e-bike,356,374,165,145.86,5.16,149.11,2.44,2.39,45784.13,285
Lime,2022-08-12,Council District 2,e-bike,11,13,19,15.4,2.49,15.56,0.71,0.71,61844.88,25
