Operator,Date,Area,Vehicle Type,Trip Start Count,Trip End Count,Morning Deployment Available Count,Mean Available Vehicle Count,Mean Unavailable Vehicle Count,Mean Active Vehicle Count,Vehicle Utilization By Mean Available Vehicles,Vehicle Utilization By Mean Active Vehicles,Average Vehicle Idle Seconds,Total Vehicles Seen
Lime,2022-07-01,Coor's Field Larger Area,scooter,1354,1417,11,42.01,8.53,51.41,32.23,26.34,6355.74,687
Lime,2022-07-01,Council District 1,scooter,1101,1061,245,182.81,18.13,190.36,6.02,5.78,28695.79,605
Lime,2022-07-01,Council District 2,scooter,47,47,18,13.84,2.95,14.34,3.4,3.28,43949.45,33
Lime,2022-07-01,Council District 3,scooter,667,621,205,144.72,12.51,149.43,4.61,4.46,28066.68,484
Lime,2022-07-01,Council District 4,scooter,36,37,18,11.35,6.77,11.66,3.17,3.09,40144.77,39
Lime,2022-07-01,Council District 5,scooter,125,114,51,37.14,9.34,38.26,3.37,3.27,33748.21,119
Lime,2022-07-01,Council District 6,scooter,159,167,57,45.55,19.26,46.72,3.49,3.4,43074.48,130
Lime,2022-07-01,Council District 7,scooter,519,525,133,108.06,20.33,111.57,4.8,4.65,31335.3,354
Lime,2022-07-01,Council District 8,scooter,183,196,58,53.75,13.37,55.3,3.4,3.31,40273.34,144
Lime,2022-07-01,Council District 9,scooter,6046,6035,594,492.92,64.42,536.11,12.27,11.28,37532.64,1283
Lime,2022-07-01,Denver Core - for Avs parade calcs,scooter,9415,9398,1178,930,128.56,995.45,10.12,9.46,58329.09,1568
Lime,2022-07-01,Denver Union Station,scooter,45,38,3,0.95,0.11,1.31,47.13,34.24,1454.37,63
Lime,2022-07-01,DTC (Denver),scooter,1,4,2,1.13,1.31,1.14,0.88,0.88,35186,6
Lime,2022-07-01,~EAP Boundary,scooter,99,83,36,26.61,5.26,27.45,3.72,3.61,30591.1,90
Lime,2022-07-01,~ECAP Boundary,scooter,1655,1706,204,152.26,25.33,164.08,10.87,10.09,20651.46,743
Lime,2022-07-01,Lawrence Pilot Block,scooter,44,49,1,1.08,0.46,1.47,40.6,29.94,2518.92,53
Lime,2022-07-01,Micromobility Parking Hubs (10m Buffer),scooter,22,27,0,0.52,0.06,0.71,42.69,30.9,993.22,50
Lime,2022-07-01,Micromobility Parking Hubs (20m Buffer),scooter,95,105,0,3.01,0.1,3.86,31.56,24.59,1678.36,160
Lime,2022-07-01,Micromobility Parking Hubs (30m Buffer),scooter,203,211,0,5.21,0.4,6.73,38.96,30.18,1923.9,252
Lime,2022-07-01,Private Development For Analysis,scooter,3,2,1,0.54,0,0.57,5.54,5.3,15732.67,3
Lime,2022-07-01,Council District 10,scooter,1404,1492,162,123.67,31.5,133.18,11.35,10.54,19124.91,701
Lime,2022-07-01,Council District 11,scooter,8,10,4,2.59,1.04,2.72,3.08,2.95,28510.64,11
Lime,2022-07-01,Stephen's Rockies Gameday Area,scooter,1467,1547,13,43.13,7.48,53.61,34.01,27.36,6300.98,694
Lime,2022-07-01,Denver City Boundary,scooter,10294,10298,1549,1217.85,198.76,1291.09,8.45,7.97,66052.67,1853
Lime,2022-07-01,2401 Colfax Mobility Hub,all,2,1,0,0.04,0,0.05,47.29,38.43,1218,3
Lime,2022-07-01,Civic Center Station Mobility Hub,all,1,1,0,0.09,0,0.09,10.79,10.79,8007,1
Lime,2022-07-01,Opportunity Areas (4/13/21),all,2205,1914,749,532.1,69.72,547.8,4.14,4.03,34921.2,1489
Lime,2022-07-01,15th St for 2023 TIP,all,667,707,21,21.37,5.7,26.12,31.2,25.53,5118.51,457
Lime,2022-07-01,Coor's Field ,all,852,865,6,32.69,5.74,38.46,26.06,22.15,5835.92,569
Lime,2022-07-01,Coor's Field Larger Area,all,1401,1473,13,46.71,13.97,56.19,30,24.93,7151.86,733
Lime,2022-07-01,Council District 1,all,1191,1145,293,213.88,29.93,221.99,5.57,5.37,30050.27,701
Lime,2022-07-01,Council District 2,all,48,48,22,16.69,3.87,17.22,2.88,2.79,43332.2,41
Lime,2022-07-01,Council District 3,all,730,673,252,181.86,27.04,186.91,4.01,3.91,30958.8,583
Lime,2022-07-01,Council District 4,all,37,38,21,13.49,6.95,13.79,2.74,2.68,42028.26,42
Lime,2022-07-01,Council District 5,all,142,132,60,43.48,10.46,44.67,3.27,3.18,34271.62,136
Lime,2022-07-01,Council District 6,all,170,175,67,52.31,21.45,53.56,3.25,3.17,43644.88,146
Lime,2022-07-01,Council District 7,all,570,585,156,124.76,30.96,128.58,4.57,4.43,32342.09,416
Lime,2022-07-01,Council District 8,all,213,222,76,64.32,17.82,66.15,3.31,3.22,40325.95,176
Lime,2022-07-01,Council District 9,all,6335,6326,724,600.06,113.31,644.49,10.56,9.83,39459.24,1562
Lime,2022-07-01,Denver Core - for Avs parade calcs,all,9937,9922,1390,1097.86,223.17,1165.59,9.05,8.53,58864.09,1939
Lime,2022-07-01,Denver Union Station,all,49,45,4,1.89,0.21,2.27,25.89,21.62,2556.35,71
Lime,2022-07-01,DTC (Denver),all,1,4,2,1.12,1.29,1.13,0.89,0.89,34739,6
Lime,2022-07-01,~EAP Boundary,all,130,112,46,31.94,7.51,33.06,4.07,3.93,31268.97,109
Lime,2022-07-01,~ECAP Boundary,all,1760,1807,227,174.14,42.05,186.55,10.11,9.43,22236.22,840
Lime,2022-07-01,Lawrence Pilot Block,all,44,49,1,1.07,0.45,1.45,41.23,30.44,2477.89,53
Lime,2022-07-01,Micromobility Parking Hubs (10m Buffer),all,23,29,0,0.51,0.06,0.7,45.13,32.75,942.56,52
Lime,2022-07-01,Micromobility Parking Hubs (20m Buffer),all,99,109,0,3.56,0.11,4.41,27.82,22.43,1873.05,169
Lime,2022-07-01,Micromobility Parking Hubs (30m Buffer),all,217,227,0,6.38,0.83,7.95,34.03,27.31,2306.37,270
Lime,2022-07-01,Private Development For Analysis,all,3,2,1,0.54,0,0.56,5.59,5.35,15580.67,3
Lime,2022-07-01,Council District 10,all,1491,1589,179,140.43,46.79,150.35,10.62,9.92,20397.9,793
Lime,2022-07-01,Council District 11,all,8,10,5,3.41,1.02,3.53,2.34,2.26,31908.08,12
Lime,2022-07-01,Stephen's Rockies Gameday Area,all,1523,1608,15,48.23,12.44,58.81,31.58,25.9,7017.33,747
Lime,2022-07-01,Denver City Boundary,all,10934,10937,1859,1456.16,308.85,1532.71,7.51,7.13,65873.68,2315
Lyft,2022-07-01,2401 Colfax Mobility Hub,e-bike,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,Civic Center Station Mobility Hub,e-bike,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,Opportunity Areas (4/13/21),e-bike,92,98,106,111.85,28.04,113.88,0.82,0.81,61667.1,196
Lyft,2022-07-01,15th St for 2023 TIP,e-bike,33,35,12,8.46,3.65,8.83,3.9,3.74,26146.1,40
Lyft,2022-07-01,Coor's Field ,e-bike,34,34,1,4.31,3.04,4.76,7.89,7.14,17646.75,36
Lyft,2022-07-01,Coor's Field Larger Area,e-bike,67,68,8,9.98,5.41,10.69,6.71,6.27,20142.86,66
Lyft,2022-07-01,Council District 1,e-bike,105,97,60,61.94,20.82,63.52,1.7,1.65,60598.03,118
Lyft,2022-07-01,Council District 2,e-bike,4,3,3,2.69,0.01,2.74,1.49,1.46,77722,3
Lyft,2022-07-01,Council District 3,e-bike,31,28,47,52.97,5.7,54.23,0.59,0.57,58265.78,87
Lyft,2022-07-01,Council District 4,e-bike,1,2,2,1.39,0.99,1.45,0.72,0.69,51403.5,4
Lyft,2022-07-01,Council District 5,e-bike,2,3,13,11.58,3.71,11.6,0.17,0.17,77697.88,17
Lyft,2022-07-01,Council District 6,e-bike,18,19,12,11.3,2.7,11.57,1.59,1.56,52616.26,23
Lyft,2022-07-01,Council District 7,e-bike,61,54,29,30.13,7.82,30.58,2.02,1.99,55572.14,59
Lyft,2022-07-01,Council District 8,e-bike,8,9,22,20.33,6.91,20.4,0.39,0.39,78472.43,30
Lyft,2022-07-01,Council District 9,e-bike,245,253,120,120.16,50.87,122.55,2.04,2,61829.83,239
Lyft,2022-07-01,Denver Core - for Avs parade calcs,e-bike,516,504,239,249.71,99.55,255.04,2.07,2.02,77772.05,388
Lyft,2022-07-01,Denver Union Station,e-bike,10,6,0,0.66,0.67,0.72,15.26,13.95,9548,12
Lyft,2022-07-01,DTC (Denver),e-bike,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,~EAP Boundary,e-bike,3,3,11,10.24,4.17,10.26,0.29,0.29,77820.88,16
Lyft,2022-07-01,~ECAP Boundary,e-bike,90,86,27,24.4,20.19,25.42,3.69,3.54,41879.05,92
Lyft,2022-07-01,Lawrence Pilot Block,e-bike,0,0,0,0,0.98,0,,,85089,1
Lyft,2022-07-01,Micromobility Parking Hubs (10m Buffer),e-bike,3,1,0,0.02,0.34,0.04,154.84,78.66,10252.67,3
Lyft,2022-07-01,Micromobility Parking Hubs (20m Buffer),e-bike,7,4,0,0.11,0.86,0.16,66.03,44.08,9316.22,9
Lyft,2022-07-01,Micromobility Parking Hubs (30m Buffer),e-bike,12,10,0,0.46,1.75,0.56,26.33,21.39,13600.14,14
Lyft,2022-07-01,Private Development For Analysis,e-bike,0,0,1,0.98,0,0.98,0,0,85089,1
Lyft,2022-07-01,Council District 10,e-bike,102,105,27,27.28,25.66,28.39,3.74,3.59,43146.76,106
Lyft,2022-07-01,Council District 11,e-bike,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,Stephen's Rockies Gameday Area,e-bike,77,77,9,12.43,6.2,13.23,6.2,5.82,23669.54,68
Lyft,2022-07-01,Denver City Boundary,e-bike,577,573,335,339.77,125.2,347.03,1.7,1.66,82154.04,489
Lyft,2022-07-01,2401 Colfax Mobility Hub,scooter,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,Civic Center Station Mobility Hub,scooter,0,1,0,0.06,0,0.06,0,0,2747.5,2
Lyft,2022-07-01,Opportunity Areas (4/13/21),scooter,1767,1672,811,613.55,24.36,625.2,2.88,2.83,38596.29,1428
Lyft,2022-07-01,15th St for 2023 TIP,scooter,621,635,26,25.66,2.73,28.99,24.2,21.42,6322.97,388
Lyft,2022-07-01,Coor's Field ,scooter,847,857,5,37.94,5.54,42.45,22.32,19.95,6601.73,569
Lyft,2022-07-01,Coor's Field Larger Area,scooter,1387,1424,25,60.91,9.52,68.16,22.77,20.35,8211.73,741
Lyft,2022-07-01,Council District 1,scooter,1237,1187,346,269.65,17.49,279.75,4.59,4.42,33346.14,744
Lyft,2022-07-01,Council District 2,scooter,6,7,7,6.28,0.01,7.15,0.96,0.84,49432.27,11
Lyft,2022-07-01,Council District 3,scooter,638,598,324,244.47,11.98,249.52,2.61,2.56,36504.14,607
Lyft,2022-07-01,Council District 4,scooter,23,22,14,11.37,0.85,11.49,2.02,2,52788.95,20
Lyft,2022-07-01,Council District 5,scooter,95,104,55,44.03,3.72,44.74,2.16,2.12,37849.99,109
Lyft,2022-07-01,Council District 6,scooter,149,146,81,64.03,3.61,64.93,2.33,2.29,42660.02,137
Lyft,2022-07-01,Council District 7,scooter,483,504,173,133.04,15.15,135.66,3.63,3.56,34325.32,373
Lyft,2022-07-01,Council District 8,scooter,88,90,89,73.97,2.82,74.41,1.19,1.18,56222.35,118
Lyft,2022-07-01,Council District 9,scooter,5656,5654,897,731.09,46.57,761.35,7.74,7.43,44320.19,1516
Lyft,2022-07-01,Denver Core - for Avs parade calcs,scooter,9028,8987,1707,1349.08,96.87,1400.64,6.69,6.45,62653.08,1994
Lyft,2022-07-01,Denver Union Station,scooter,51,39,2,1.12,0.6,1.39,45.37,36.65,2476.03,60
Lyft,2022-07-01,DTC (Denver),scooter,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,~EAP Boundary,scooter,93,94,44,34.42,1.88,35.04,2.7,2.65,35233.84,89
Lyft,2022-07-01,~ECAP Boundary,scooter,1423,1491,184,150.31,17.98,159.38,9.47,8.93,19361.27,751
Lyft,2022-07-01,Lawrence Pilot Block,scooter,30,33,1,1.21,0.11,1.36,24.69,22.11,3359.24,34
Lyft,2022-07-01,Micromobility Parking Hubs (10m Buffer),scooter,37,28,0,0.95,0,1.11,39.15,33.35,1702.4,48
Lyft,2022-07-01,Micromobility Parking Hubs (20m Buffer),scooter,112,93,1,3.69,0.23,4.25,30.32,26.34,2565.64,132
Lyft,2022-07-01,Micromobility Parking Hubs (30m Buffer),scooter,207,206,5,9.39,0.46,10.47,22.05,19.76,3732.8,228
Lyft,2022-07-01,Private Development For Analysis,scooter,2,3,1,1.17,0.01,1.18,1.72,1.69,25291.25,4
Lyft,2022-07-01,Council District 10,scooter,1328,1374,160,125.02,18.55,134.18,10.62,9.9,17109.23,725
Lyft,2022-07-01,Council District 11,scooter,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,Stephen's Rockies Gameday Area,scooter,1507,1559,18,60.05,9.54,67.82,25.09,22.22,7799.3,771
Lyft,2022-07-01,Denver City Boundary,scooter,9700,9684,2147,1703.46,120.74,1763.66,5.69,5.5,67586.12,2332
Lyft,2022-07-01,2401 Colfax Mobility Hub,all,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,Civic Center Station Mobility Hub,all,0,1,0,0.06,0,0.06,0,0,2678,2
Lyft,2022-07-01,Opportunity Areas (4/13/21),all,1859,1770,917,697.83,47.49,710.84,2.66,2.62,39652.44,1624
Lyft,2022-07-01,15th St for 2023 TIP,all,654,670,38,32.09,5.67,35.61,20.38,18.36,7623.22,428
Lyft,2022-07-01,Coor's Field ,all,881,891,6,40.28,7.96,45.06,21.87,19.55,6889.68,605
Lyft,2022-07-01,Coor's Field Larger Area,all,1454,1492,33,67.32,13.79,74.97,21.6,19.39,8683.22,807
Lyft,2022-07-01,Council District 1,all,1342,1284,406,317.36,34.91,328.46,4.23,4.09,35308.13,862
Lyft,2022-07-01,Council District 2,all,10,10,10,8.45,0.02,9.35,1.18,1.07,52294.14,14
Lyft,2022-07-01,Council District 3,all,669,626,371,284.93,16.85,290.91,2.35,2.3,37569.99,694
Lyft,2022-07-01,Council District 4,all,24,24,16,12.35,1.65,12.51,1.94,1.92,50407.5,24
Lyft,2022-07-01,Council District 5,all,97,107,68,53.13,6.67,53.84,1.83,1.8,41007.83,126
Lyft,2022-07-01,Council District 6,all,167,165,93,72.65,5.72,73.73,2.3,2.26,42317.93,160
Lyft,2022-07-01,Council District 7,all,544,558,202,156.2,21.74,159.11,3.48,3.42,35587.66,432
Lyft,2022-07-01,Council District 8,all,96,99,111,89.99,8.34,90.47,1.07,1.06,57399.35,148
Lyft,2022-07-01,Council District 9,all,5901,5907,1017,819.32,87.74,850.78,7.2,6.94,44655.06,1755
Lyft,2022-07-01,Denver Core - for Avs parade calcs,all,9544,9491,1946,1537.06,178.25,1591.55,6.21,6,62217.85,2382
Lyft,2022-07-01,Denver Union Station,all,61,45,2,1.69,1.22,2,36.14,30.52,3484.51,72
Lyft,2022-07-01,DTC (Denver),all,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,~EAP Boundary,all,96,97,55,42.52,5.29,43.14,2.26,2.23,39336.28,105
Lyft,2022-07-01,~ECAP Boundary,all,1513,1577,211,169.15,34.4,178.8,8.94,8.46,20862,843
Lyft,2022-07-01,Lawrence Pilot Block,all,30,33,1,1.2,0.92,1.34,25.05,22.43,5235,35
Lyft,2022-07-01,Micromobility Parking Hubs (10m Buffer),all,40,29,0,0.94,0.32,1.11,42.7,35.98,2125.1,51
Lyft,2022-07-01,Micromobility Parking Hubs (20m Buffer),all,119,97,1,3.69,0.95,4.27,32.26,27.85,2840.24,141
Lyft,2022-07-01,Micromobility Parking Hubs (30m Buffer),all,219,216,5,9.53,1.92,10.67,22.97,20.52,4090.29,242
Lyft,2022-07-01,Private Development For Analysis,all,2,3,2,1.96,0.01,1.98,1.02,1.01,34060.6,5
Lyft,2022-07-01,Council District 10,all,1430,1479,187,146.61,39.22,156.44,9.75,9.14,19321.87,831
Lyft,2022-07-01,Council District 11,all,0,0,0,0,0,0,,,,0
Lyft,2022-07-01,Stephen's Rockies Gameday Area,all,1584,1636,27,68.31,14.41,76.55,23.19,20.69,8518.35,839
Lyft,2022-07-01,Denver City Boundary,all,10277,10257,2482,1961.48,222.85,2026.07,5.24,5.07,66900.36,2821
Lime,2022-07-02,2401 Colfax Mobility Hub,e-bike,0,1,0,0.16,0,0.16,0,0,13523,1
Lime,2022-07-02,Civic Center Station Mobility Hub,e-bike,1,0,0,0,0,0,,,,0
Lime,2022-07-02,Opportunity Areas (4/13/21),e-bike,179,150,146,128.61,34.88,130.28,1.39,1.37,58611.88,241
Lime,2022-07-02,15th St for 2023 TIP,e-bike,44,40,3,4.26,1.24,4.83,10.33,9.12,11883.75,40
Lime,2022-07-02,Coor's Field ,e-bike,34,41,1,4.11,2.16,4.4,8.28,7.73,14252.05,38
Lime,2022-07-02,Coor's Field Larger Area,e-bike,76,78,6,9.66,5.03,10.28,7.87,7.39,19825.11,64
Lime,2022-07-02,Council District 1,e-bike,81,87,39,34.3,10.13,35.15,2.36,2.3,46812.59,82
Lime,2022-07-02,Council District 2,e-bike,5,6,3,2.74,2.18,2.77,1.83,1.81,70836,6
Lime,2022-07-02,Council District 3,e-bike,58,54,52,50.83,18.02,51.27,1.14,1.13,58893.95,101
Lime,2022-07-02,Council District 4,e-bike,1,0,2,1.74,0.98,1.75,0.58,0.57,78378.67,3
Lime,2022-07-02,Council District 5,e-bike,9,12,5,5.11,2.57,5.17,1.76,1.74,41511.5,16
Lime,2022-07-02,Council District 6,e-bike,5,5,7,7.55,1.41,7.59,0.66,0.66,59515.38,13
Lime,2022-07-02,Council District 7,e-bike,57,65,36,32.64,10.04,33.14,1.75,1.72,47273.17,78
Lime,2022-07-02,Council District 8,e-bike,10,10,11,9.81,4.58,9.89,1.02,1.01,54061.83,23
Lime,2022-07-02,Council District 9,e-bike,375,363,131,124.92,58.74,128.38,3,2.92,60334.22,263
Lime,2022-07-02,Denver Core - for Avs parade calcs,e-bike,669,665,219,211.42,107.93,217.67,3.16,3.07,73970.84,373
Lime,2022-07-02,Denver Union Station,e-bike,2,2,1,0.61,0.02,0.63,3.27,3.18,5433.7,10
Lime,2022-07-02,DTC (Denver),e-bike,0,0,0,0,0,0,,,,0
Lime,2022-07-02,~EAP Boundary,e-bike,5,8,4,5.72,3.93,5.75,0.87,0.87,46285.39,18
Lime,2022-07-02,~ECAP Boundary,e-bike,139,135,33,28.75,17.6,30.21,4.83,4.6,40865.7,98
Lime,2022-07-02,Lawrence Pilot Block,e-bike,0,1,0,0,0,0,,,,0
Lime,2022-07-02,Micromobility Parking Hubs (10m Buffer),e-bike,0,1,0,0,0,0,,,,0
Lime,2022-07-02,Micromobility Parking Hubs (20m Buffer),e-bike,3,4,0,0.58,0.01,0.59,5.15,5.09,6426.25,8
Lime,2022-07-02,Micromobility Parking Hubs (30m Buffer),e-bike,10,12,1,1.14,0.86,1.18,8.81,8.45,10143.47,17
Lime,2022-07-02,Private Development For Analysis,e-bike,0,0,0,0,0,0,,,,0
Lime,2022-07-02,Council District 10,e-bike,143,143,24,25.63,20.29,27.13,5.58,5.27,37428.39,106
Lime,2022-07-02,Council District 11,e-bike,0,0,1,0.98,0,0.98,0,0,85100,1
Lime,2022-07-02,Stephen's Rockies Gameday Area,e-bike,80,87,5,10.35,4.91,10.98,7.73,7.29,18827.21,70
Lime,2022-07-02,Denver City Boundary,e-bike,744,745,311,296.17,129.83,303.13,2.51,2.45,79153.8,465
Lime,2022-07-02,2401 Colfax Mobility Hub,scooter,1,1,1,0.06,0,0.07,16.14,14.15,2677,2
Lime,2022-07-02,Civic Center Station Mobility Hub,scooter,0,0,0,0,0,0,,,322,1
Lime,2022-07-02,Opportunity Areas (4/13/21),scooter,2131,1838,590,376.38,39.09,391.54,5.66,5.44,29231.8,1228
Lime,2022-07-02,15th St for 2023 TIP,scooter,912,999,16,18.37,6.77,25.93,49.64,35.18,3927.89,553
Lime,2022-07-02,Coor's Field ,scooter,1082,1139,2,34.02,7.87,41.98,31.8,25.77,5559.37,651
Lime,2022-07-02,Coor's Field Larger Area,scooter,1866,1938,14,51.96,14.75,65.71,35.92,28.4,6877.35,838
Lime,2022-07-02,Council District 1,scooter,1400,1453,212,160.54,19.53,170.84,8.72,8.19,22162.8,702
Lime,2022-07-02,Council District 2,scooter,40,37,19,12.92,2.92,13.33,3.1,3,41479.64,33
Lime,2022-07-02,Council District 3,scooter,663,581,203,133.37,15.5,138.38,4.97,4.79,26521.03,485
Lime,2022-07-02,Council District 4,scooter,12,12,5,3.4,6.53,3.48,3.53,3.45,47626.61,18
Lime,2022-07-02,Council District 5,scooter,93,112,35,28.62,5.66,29.4,3.25,3.16,28207.81,105
Lime,2022-07-02,Council District 6,scooter,101,98,34,31.08,17.42,31.87,3.25,3.17,34068.14,123
Lime,2022-07-02,Council District 7,scooter,565,598,138,101.53,18.98,105.7,5.56,5.35,29581.08,352
Lime,2022-07-02,Council District 8,scooter,185,198,61,42.16,11.53,43.89,4.39,4.21,34615.28,134
Lime,2022-07-02,Council District 9,scooter,8107,8052,619,472.22,77.64,535.38,17.17,15.14,35138.86,1352
Lime,2022-07-02,Denver Core - for Avs parade calcs,scooter,12214,12138,1203,866.27,150.13,959.73,14.1,12.73,54477.01,1612
Lime,2022-07-02,Denver Union Station,scooter,45,45,0,0.43,0.44,0.74,105.05,60.99,1477.29,51
Lime,2022-07-02,DTC (Denver),scooter,0,0,1,0.81,1.63,0.81,0,0,70301,3
Lime,2022-07-02,~EAP Boundary,scooter,74,88,23,17.64,2.89,18.2,4.19,4.07,21634.37,82
Lime,2022-07-02,~ECAP Boundary,scooter,2112,2069,240,146.03,24.41,162.3,14.46,13.01,17122.83,860
Lime,2022-07-02,Lawrence Pilot Block,scooter,63,65,0,0.8,0.43,1.45,78.46,43.56,1349.71,79
Lime,2022-07-02,Micromobility Parking Hubs (10m Buffer),scooter,42,41,0,0.74,0.02,1.01,56.43,41.41,1005.59,66
Lime,2022-07-02,Micromobility Parking Hubs (20m Buffer),scooter,120,135,2,2.9,0.25,3.71,41.44,32.31,1510.45,180
Lime,2022-07-02,Micromobility Parking Hubs (30m Buffer),scooter,231,255,3,5.44,2.5,7.05,42.46,32.75,2228.52,308
Lime,2022-07-02,Private Development For Analysis,scooter,0,1,0,0.01,0,0.01,0,0,978,1
Lime,2022-07-02,Council District 10,scooter,1838,1856,191,124.15,30.35,138.05,14.8,13.31,16024.41,833
Lime,2022-07-02,Council District 11,scooter,10,13,5,2.58,2.36,2.79,3.87,3.58,38798,11
Lime,2022-07-02,Stephen's Rockies Gameday Area,scooter,2072,2146,18,54.63,14.33,70.41,37.93,29.43,6770.82,880
Lime,2022-07-02,Denver City Boundary,scooter,13008,13007,1520,1111.6,207.59,1212.06,11.7,10.73,62453.79,1825
Lime,2022-07-02,2401 Colfax Mobility Hub,all,1,2,1,0.17,0,0.18,5.84,5.56,4932.67,3
Lime,2022-07-02,Civic Center Station Mobility Hub,all,1,0,0,0,0,0,,,315,1
Lime,2022-07-02,Opportunity Areas (4/13/21),all,2310,1988,736,476.55,66.86,492.66,4.85,4.69,31960.73,1469
Lime,2022-07-02,15th St for 2023 TIP,all,956,1039,19,21.45,7.7,29.26,44.58,32.67,4246.19,593
Lime,2022-07-02,Coor's Field ,all,1116,1180,3,36.3,9.45,44.28,30.75,25.2,5736.96,689
Lime,2022-07-02,Coor's Field Larger Area,all,1942,2016,20,58.28,18.67,72.18,33.32,26.9,7371.32,902
Lime,2022-07-02,Council District 1,all,1481,1540,251,186.36,27.49,197.08,7.95,7.51,23566.56,784
